-1.451131	-0.044472	-0.017143	1.712459	0.058264	-0.086731	1.294995	-0.333429	-0.272893	0.983040	1.456867	0.299142	-0.374658	0.643260	-0.578498	-0.826220	0.226153	-0.719093	-0.692613	1.616228	0.127015	0.770837	-0.158406	-0.226337	1.305871	0.227063	-0.448248	0.150785	0.008069	1.797800	29.128042
-0.202287	-1.626405	0.908308	-0.897659	-0.398392	0.876890	-1.924482	0.994574	0.371104	-1.376229	1.595207	-1.712483	-0.093429	-0.684573	1.912901	-1.223495	-1.480698	0.589787	0.774032	-0.752863	0.865861	-1.112137	-0.065393	1.999633	-0.631063	-0.919587	-0.344775	-0.416281	0.032037	-1.686466	-16.171454
0.265699	-1.824521	1.743928	-1.550047	-0.649489	-0.633072	-2.520010	1.290993	0.096261	-0.487289	-1.337269	0.307829	-1.537219	-0.477997	-0.988010	-0.886380	-0.186313	-0.164079	-0.554295	1.573493	-0.434429	1.758747	-0.775248	1.134104	-0.648304	-0.848629	-0.780526	-1.112888	1.008608	0.150867	-31.145023
-0.724979	-0.777569	1.650245	1.207096	1.873817	0.491558	-0.014266	-0.007296	-0.893301	-0.166298	-0.428567	1.084603	-1.073362	0.006738	-0.864499	1.183791	0.615961	-1.049213	0.531207	-1.734643	-0.113591	0.176093	0.781549	0.514574	-0.783576	0.574342	-0.209470	-0.664969	0.017096	1.455533	-14.278547
-0.255957	-0.994790	-1.185925	1.012812	0.908291	0.451087	-1.685396	-0.108954	-0.509258	-1.050341	0.050121	0.476626	1.735277	-0.720742	-0.341372	2.865551	-0.250210	0.680359	-0.815196	-0.810973	0.828109	0.268884	0.805809	-1.147831	-0.457322	-0.787127	0.967363	-0.538275	-0.365798	-1.658563	-9.533500
0.126719	0.901349	0.429792	-1.547732	-0.265794	-0.463517	1.574566	-1.853614	0.834415	-0.575110	-0.793470	-2.580440	-1.131939	-1.671336	-0.123114	-0.784756	-0.841861	0.247514	1.103395	-0.282430	0.134659	0.069881	-0.772917	0.204098	0.134009	1.325998	2.259069	0.112658	-0.314913	-1.058431	-43.528939
-0.281342	0.366277	1.278055	1.362365	1.149004	0.021101	-1.018925	0.251717	1.536331	-1.886340	-0.736200	-0.988004	-0.709946	-0.852925	-0.047416	-1.605276	0.173074	0.156115	0.106500	-0.519756	-1.437702	0.223991	-0.897119	1.173284	-0.560877	-1.397666	0.895776	-0.350937	1.290249	-0.987672	-15.243545
0.760101	0.039883	-1.619165	-0.299079	-0.166977	-0.086946	0.752133	0.581932	0.441451	0.085015	-1.168759	0.011914	-0.232220	0.044709	-0.622087	-0.440847	-1.006859	0.949546	0.059233	-0.268573	0.370873	-0.337466	-0.862919	0.035225	0.017697	0.676905	1.361437	0.375171	0.881740	0.906431	-8.172927
0.353182	0.244757	-0.379015	-0.659784	2.214768	-0.774712	1.214016	-0.833166	-0.288701	-0.012927	-0.270613	-1.507794	0.328316	0.800358	-0.136696	1.387936	-2.886469	-0.199678	1.370017	-0.571746	0.648546	-0.311398	-0.311380	0.235215	-0.666797	-1.632504	0.029711	0.361906	-1.187184	2.156618	-16.327874
0.345353	-1.037888	-0.049562	1.481346	-0.254694	0.838168	0.789863	-0.670372	-1.181396	0.442787	-2.007830	-0.589381	-2.202819	-1.058070	-1.000506	-1.070467	0.186671	-1.054852	-0.448413	-1.039166	-0.320880	-0.660611	0.912281	1.729295	0.472169	0.724046	0.468000	1.882566	-1.149814	1.332400	-51.102455
-1.530695	1.095006	0.033568	0.035213	-0.656167	0.044524	-0.278605	-0.812625	1.761379	0.018463	-0.626878	-0.534946	-0.751744	0.041864	-1.074745	-1.011924	1.882709	-0.162529	-0.451215	-0.180827	0.100421	-0.152937	0.938050	-0.916975	0.415214	1.853362	-0.934757	-0.527466	0.218484	-1.260821	-21.116149
0.382863	-0.025896	-1.715622	-0.010653	0.203634	1.361025	-0.400010	1.263519	1.334978	-0.281039	-0.051068	-0.686508	0.657818	0.085648	1.157634	0.449191	0.302094	-0.233290	-0.611769	0.887619	0.092201	-2.167486	0.159411	-0.292436	1.517709	-0.719036	0.106124	0.943177	1.987364	0.782097	40.325215
0.293712	-0.023525	-1.065085	-0.668017	-1.109040	-0.767918	1.251793	-0.671576	0.917338	0.003787	-0.766918	-1.605897	0.125517	1.970796	-0.633201	1.404187	-0.316528	-1.923013	-2.546996	1.946634	2.560568	0.251654	0.146953	1.148478	0.156463	-0.506553	-0.091604	0.371752	0.821287	0.679238	19.601712
-0.765588	0.818831	-0.585548	0.489824	-1.288624	1.069597	-0.723730	-0.000357	0.138792	-0.560869	0.297575	-0.018428	-2.256113	0.886118	-1.355431	0.267284	-0.500244	0.763462	1.163104	1.872130	0.174655	0.755245	1.342385	0.251851	0.371965	2.156626	0.523259	1.451867	2.513957	-1.345963	36.811296
0.389323	0.862443	-0.210569	-0.438437	-1.011615	-0.968850	-0.085568	-1.473553	-0.488834	0.522680	-0.166053	1.870874	0.778157	-0.673413	-1.014850	0.997560	0.562749	0.239800	-1.186448	-0.418821	1.793489	0.379999	-1.544570	2.202664	-1.056936	1.195926	0.888951	0.514684	-0.007572	-1.580718	17.907162
0.786189	0.101455	-0.120145	-1.973625	2.143406	0.833456	-1.002241	0.699282	-0.918913	1.150812	1.371979	-0.101729	1.144622	0.731310	0.507079	-1.734997	0.105355	-2.342560	-0.262752	-0.337883	-0.211196	0.559265	-0.600788	-0.430205	1.597714	-1.294511	0.430268	-0.666992	-0.993958	1.295002	18.057870
-0.150713	-1.424053	0.268858	-0.385662	-0.277647	0.180123	-0.136557	-0.798160	0.930615	2.013288	-2.187268	-1.027256	0.553287	0.845734	-1.715824	-2.266700	0.493639	-1.669596	-0.758937	1.451700	-1.757508	-0.708914	0.735727	-0.505121	0.357913	0.410232	0.284556	0.617613	1.852560	0.406191	-11.682883
2.964098	1.116263	0.668668	0.846497	-0.893039	0.967697	-1.343230	-0.174732	0.201957	1.269842	0.334412	0.396870	-0.255853	1.468541	1.706209	2.009084	-1.124962	0.675068	1.011227	-0.216776	0.384523	-0.434869	-0.440155	-0.289854	-0.392944	-0.294604	0.804060	-0.213545	0.637128	1.360095	74.158648
-0.442914	-0.316041	0.525900	-0.484492	0.855604	0.028562	1.289206	-0.077510	-1.084891	0.298355	0.952263	0.120493	0.933407	1.493607	0.900270	0.502102	0.428225	-1.663137	-0.635577	-0.276730	0.881265	0.420540	-0.488886	0.232203	0.377561	-0.382758	-1.064332	0.792441	0.270741	-0.660033	27.170571
-0.153799	-1.049616	-1.722739	0.766218	0.264165	-1.265802	1.275742	-0.251763	0.857473	0.365668	-0.789391	-1.298431	0.645936	0.609618	-0.563833	-0.556892	0.623598	0.141955	-0.384370	1.127807	-0.006981	-0.001799	-0.933448	-0.857093	-1.250739	1.522251	0.272654	1.455803	0.477827	-0.557893	-17.118642
0.103348	1.555903	0.788782	0.420539	-1.411608	-0.201609	0.260482	0.436381	0.703152	0.813995	1.103252	1.211598	2.028239	1.041680	0.842949	-0.316980	-0.482774	1.888073	-0.069854	-0.216015	0.213456	-1.062256	0.279358	0.636597	-0.459186	-0.364868	-0.524143	-0.223900	-1.492317	-1.395452	50.965583
-0.673989	0.407812	0.020700	0.603529	-0.813658	0.945457	1.002960	-0.266155	0.723304	0.336379	1.393008	-0.575802	0.043946	2.423980	-1.240934	1.050932	0.469964	0.966849	-1.405516	0.571350	-0.593109	-0.221946	0.573587	0.792729	0.598651	0.020773	-1.784381	0.706387	-0.537557	-1.798836	36.929732
-0.314071	-0.498675	0.697848	-1.898797	1.150059	0.309876	-0.025451	0.201167	-0.577926	-0.900441	-0.519073	2.103595	0.908444	-2.231092	-0.906758	-0.279898	-1.117405	-0.057750	1.040585	0.469885	-0.737164	-0.201758	-0.584368	0.880761	-0.472643	-0.815128	1.161919	-0.349510	-1.275645	0.974702	-13.251908
-0.004271	-0.707215	0.377765	0.289057	-0.797020	-0.157729	-0.525618	1.163834	0.260857	-0.844586	2.647743	-0.304462	0.045440	0.450935	0.159252	-1.336494	0.637742	-0.823828	-0.050896	-0.749043	2.461291	-0.413165	0.261205	2.220454	-1.344002	-0.619015	0.265329	0.117080	-0.006657	0.646465	19.445752
-0.351165	-1.203498	-0.289154	0.191159	2.211573	0.033940	0.175453	1.091905	-0.455848	0.033590	1.090707	-2.092439	-0.507826	-1.673098	-0.762571	0.094762	-2.059303	0.782598	-1.616069	-0.370560	0.012504	0.183403	-1.641496	0.181173	-2.468955	0.708795	0.124915	1.064187	0.562366	-0.775864	-29.120910
